ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label,Has Open Issues
ckm91nck8000l3a68elv4p3i6,ckm90pruq1ycc0rerazel2t68,just what am I supposed to think? ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91natk000j3a685g9nzdl4"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91nbqc000k3a68xd6w1juu"",""schemaId"":""ckm91m8fq0s4t0z9ycjmq41lx"",""title"":""Neutral"",""value"":""neutral""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719458000,1615719468000,4.247,1468195626,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91nck8000l3a68elv4p3i6,0
ckm91nhfq000o3a68o334qfbr,ckm90pru31w9c0rercd3g2vlc,Greaaat my lappy won't turn on  wtffffff,"{""objects"":[],""classifications"":[{""featureId"":""ckm91nf4i000n3a68o5tpbpni"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91nf4h000m3a68ab0ejsn3"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719464000,1615719589000,5.657,1468043970,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91nhfq000o3a68o334qfbr,0
ckm91nxh8000r3a687qplid4e,ckm90prrz1tzk0rer1xyv9xwj,Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91nwnx000q3a683tp0m6pl"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91nwnx000p3a68p5qefuzr"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719485000,1615719589316,15.237,1467863684,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91nxh8000r3a687qplid4e,0
ckm91o22r000u3a686feyodkv,ckm90prur1yfw0rercwm33jxv,Just saw 1 little and 1 huge stingray in foot-deep water off catseye beach at low tide. No turtles yet.  ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91o138000t3a68p14wwwkt"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91o138000s3a68hqsbjo2s"",""schemaId"":""ckm91m8fp0s4s0z9yhtj0b2y4"",""title"":""Positive"",""value"":""positive""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719491000,1615719589370,5.034,1468205749,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91o22r000u3a686feyodkv,0
ckm91o9o1000x3a68y5d06h5e,ckm90pru41wcw0rer7sdy2pit,Seating here helping my baby with his papers...well he is forcing me too seat with him  im sleepy,"{""objects"":[],""classifications"":[{""featureId"":""ckm91o795000w3a68zjwsfbuq"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91o795000v3a6815kjh43r"",""schemaId"":""ckm91m8fq0s4t0z9ycjmq41lx"",""title"":""Neutral"",""value"":""neutral""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719501000,1615719590000,9.183,1468052470,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91o9o1000x3a68y5d06h5e,0
ckm91od8p00103a68gju68g4g,ckm90prs01u340reraqgnd1fz,@SarahReedSC treaty isn't defined ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91oc0m000z3a685p7wex7p"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91oc0m000y3a68865g4rba"",""schemaId"":""ckm91m8fq0s4t0z9ycjmq41lx"",""title"":""Neutral"",""value"":""neutral""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719505000,1615719590000,4.035,1467873828,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91od8p00103a68gju68g4g,0
ckm91oh6s00133a68kb2a80nw,ckm90prus1yjg0rercsgg6qs7,I am not a fan of sleeping alone  baby boo,"{""objects"":[],""classifications"":[{""featureId"":""ckm91og5p00123a68q6jgl8os"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91og5p00113a68ydnrigwo"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719510000,1615719590000,4.424,1468210695,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91oh6s00133a68kb2a80nw,0
ckm91ol2100163a68jl6wwk4i,ckm90pru51wgg0rergpq4hml8,@SeaGhostdesigns what happened to you on Saturday? You didnt show up... ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91ok3t00153a68iw03g22q"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91ok3s00143a68tdwvstqp"",""schemaId"":""ckm91m8fq0s4t0z9ycjmq41lx"",""title"":""Neutral"",""value"":""neutral""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719515000,1615719590270,4.312,1468062021,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91ol2100163a68jl6wwk4i,0
ckm91op8p00193a68lsv66u3n,ckm90prs11u6o0rercgcjbjpd,seriously needs to finish these job applications ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91oo9g00183a68dlnw69cp"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91oo9g00173a68voqpw9h3"",""schemaId"":""ckm91m8fq0s4t0z9ycjmq41lx"",""title"":""Neutral"",""value"":""neutral""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719521000,1615719590386,4.783,1467880692,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91op8p00193a68lsv66u3n,0
ckm91ou5m001c3a689mgfvobm,ckm90pru81wuo0rer7p76hlcm,"Mum's been taken to hospital, they don't know what's wrong, she's been vomiting since yesterday. Rushing back to get to the hospital ","{""objects"":[],""classifications"":[{""featureId"":""ckm91ot8e001b3a68z608u5i2"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91ot8e001a3a6888exb8vf"",""schemaId"":""ckm91m8fq0s4w0z9y9phnbtio"",""title"":""Very Negative"",""value"":""very_negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719527000,1615719591000,5.689,1468093726,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91ou5m001c3a689mgfvobm,0
ckm91owt4001f3a68mtndjazu,ckm90prtl1ukw0rer5kq3ezce,buttload of homework! ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91ovxx001e3a684fjjzbj0"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91ovxx001d3a68e8ci6xup"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719531000,1615719591000,2.778,1467915140,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91owt4001f3a68mtndjazu,0
ckm91p8gk001i3a68oh97u5fd,ckm90prux1z180rer4ppygsb2,@PhillyD Awe it always sucks when you cant sleep in your own bed  Hope your dad gets better he is in my prayers .,"{""objects"":[],""classifications"":[{""featureId"":""ckm91p68k001h3a68roz4wckj"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91p68k001g3a68b8o9cvtc"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719546000,1615719591298,14.433,1468247068,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91p8gk001i3a68oh97u5fd,0
ckm91pbxy001l3a68mik4uiga,ckm90pru91wy80rerffns6yjs,I'am bored. Nothing to do! ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91pawa001k3a68my6vmbqt"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91pawa001j3a68fv7pvyu0"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719550000,1615719591430,3.879,1468100346,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91pbxy001l3a68mik4uiga,0
ckm91pkow001o3a68asyconnr,ckm90prtm1uog0rer8fy2g93m,"just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. ","{""objects"":[],""classifications"":[{""featureId"":""ckm91pj1s001n3a68pzfvhlwr"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91pj1s001m3a6888bl25lq"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719565000,1615719592000,10.69,1467923370,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91pkow001o3a68asyconnr,0
ckm91psns001r3a68vu8n8nu2,ckm90pruy1z4s0rera58w4h4e,@DeiondraSanders I'm always up late. I wish I was a morning person but I'm not ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91prf4001q3a688f4zmzgn"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91prf4001p3a682s7wwwfk"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719572000,1615719592068,5.118,1468253943,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91psns001r3a68vu8n8nu2,0
ckm91pvbe001u3a68t7syxi3t,ckm90prua1x1s0rerd8685x3r,Up early ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91pulq001t3a68p7re9w5a"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91pulq001s3a680wlec7kp"",""schemaId"":""ckm91m8fp0s4s0z9yhtj0b2y4"",""title"":""Positive"",""value"":""positive""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719575000,1615719592316,2.967,1468107426,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91pvbe001u3a68t7syxi3t,0
ckm91q5m7001y3a68c8mlk349,ckm90prtm1us00rergmtf2ykj,"Heading to Altrincham, again! Out of hours install ","{""objects"":[],""classifications"":[{""featureId"":""ckm91q10z001w3a68me5tie0t"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91q22m001x3a68yl96pq0h"",""schemaId"":""ckm91m8fp0s4s0z9yhtj0b2y4"",""title"":""Positive"",""value"":""positive""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719589000,1615719714000,12.461,1467930309,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91q5m7001y3a68c8mlk349,0
ckm91qajs00213a68xyn31f80,ckm90pruz1z8c0rerfhr746f0,is losing her hubby for a week tomorrow for work.  Easter and all ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91q9bp00203a6879cvj2a5"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91q9bp001z3a685dlb7tsq"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719595000,1615719714000,5.723,1468260773,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91qajs00213a68xyn31f80,0
ckm91qhxt00243a684tnokw12,ckm90prub1x5c0rer41xfcrba,: @nikicheong just reminded me that #KrispyKreme http://www.krispykreme.com.my/ has landed in Msia and has an ugly website ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91qgbw00233a689ygazlgs"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91qgbw00223a683oc0fyqr"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719605000,1615719714000,8.618,1468113109,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91qhxt00243a684tnokw12,0
ckm91qlkd00273a68wncojm2t,ckm90prtn1uvk0rer9ri7cmcv,@cleders sorry...i was rooting for them too... ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91qkmw00263a685yx3f394"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91qkmw00253a68fswg0yoa"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719609000,1615719714000,4.086,1467936541,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91qlkd00273a68wncojm2t,0
ckm91qpc9002a3a68xzd5v5xp,ckm90pruz1zbw0rerdhxp7pdj,Nothing was sick all day it sucked im just up late cant sleep ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91qoce00293a68oge2ghxv"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91qoce00283a68qbjb2ev7"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719614000,1615719714282,4.033,1468268489,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91qpc9002a3a68xzd5v5xp,0
ckm91qvoo002e3a68ncai44v6,ckm90pruc1x8w0rer996296b7,"oh everyone is going to sleep, how much i wish i could  its only 4.45pm, and im @ work!","{""objects"":[],""classifications"":[{""featureId"":""ckm91qtew002c3a68fbl8oa4g"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91qu8x002d3a68f4gxp8av"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719623000,1615719715000,7.605,1468118017,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91qvoo002e3a68ncai44v6,0
ckm91qze2002h3a683v1q4yy5,ckm90prto1uz40rer39upfkss,hates waiting for mails ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91qyme002g3a680g39thga"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91qyme002f3a68lauvhv37"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719627000,1615719715000,3.695,1467947104,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91qze2002h3a683v1q4yy5,0
ckm91r46e002k3a686znw2wk8,ckm90prv01zfg0rer8vzy2qe7,Banned from Sims Forums for the rest of the week. Aww    It feels weird. I was only sticking up for Chanel :'(,"{""objects"":[],""classifications"":[{""featureId"":""ckm91r3b5002j3a68on7q7pnz"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91r3b5002i3a68qylzfok3"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719633000,1615719715000,5.002,1468277616,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91r46e002k3a686znw2wk8,0
ckm91r7ot002n3a68lt96ngq8,ckm90prud1xcg0rer6jif9cyd,@LarrissaR please don't leave. stay for grant's bday ,"{""objects"":[],""classifications"":[{""featureId"":""ckm91r6fa002m3a68zgredjll"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm91r6fa002l3a682uxqyygv"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615719638000,1615719715044,4.067,1468125498,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm91r7ot002n3a68lt96ngq8,0
